queue,status,recipientKey,campaignId,domain,action,gap,severity,route,title,content,cta,allowedChannels,liveChannelsDisabled,frequencyDedupeKey,suppressWhen,schoolId,schoolName
user_prompt,ready_for_in_app_admin_delivery,a78e14360fd8c129eebbfafb,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:a78e14360fd8c129eebbfafb,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,7170d113cf0a03497257b86c,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:7170d113cf0a03497257b86c,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,5d88cc9e29c5523ad505f513,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:5d88cc9e29c5523ad505f513,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,f3153c13bf87f91923959f05,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:f3153c13bf87f91923959f05,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,a0ff66aa515df4403812d1ea,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:a0ff66aa515df4403812d1ea,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,284ea43fae8f1402e2a41399,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:284ea43fae8f1402e2a41399,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,41b0c028213db3fad9d51627,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:41b0c028213db3fad9d51627,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,2d21953b086da3867ff6aba6,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:2d21953b086da3867ff6aba6,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,d657b6c875d719d58e76754c,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:d657b6c875d719d58e76754c,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,d6883f04a8c126f079048055,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:d6883f04a8c126f079048055,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,05b4b6f114920acf05274ef9,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:05b4b6f114920acf05274ef9,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,6bc2cb040911387d0b5643a8,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:6bc2cb040911387d0b5643a8,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,e27056c718e034cc7669c71e,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:e27056c718e034cc7669c71e,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,6af5596a38e340ab8e0ba329,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:6af5596a38e340ab8e0ba329,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,c33e106c9dfcd27aea7be8df,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:c33e106c9dfcd27aea7be8df,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,267aa3e5a569832f56993d14,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:267aa3e5a569832f56993d14,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,04389722ea19abd686e42fea,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:04389722ea19abd686e42fea,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,5494a545368162385bbe9f3c,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:5494a545368162385bbe9f3c,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,90c0b0a44ba6794d290eaf09,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:90c0b0a44ba6794d290eaf09,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,fd86368ffd5d89b3a4e13481,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:fd86368ffd5d89b3a4e13481,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,0446e7abcae768314136a2b0,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:0446e7abcae768314136a2b0,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,a83280b969d8cb1bdca4d9ff,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:a83280b969d8cb1bdca4d9ff,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,d8bf1464341e0a06c583addc,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:d8bf1464341e0a06c583addc,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,a1df1f6ec8962133a728d871,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:a1df1f6ec8962133a728d871,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,cd3387a493a6542beb243a7f,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:cd3387a493a6542beb243a7f,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,95e1ca952e14131f36b0708b,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:95e1ca952e14131f36b0708b,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,41a2c359731ceb1da3f3e265,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:41a2c359731ceb1da3f3e265,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,c4a9f31ea500352ebf941d38,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:c4a9f31ea500352ebf941d38,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,22eb6da16bb4e303f6ea5586,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:22eb6da16bb4e303f6ea5586,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,7ee70e4ecb361371ebbc91d2,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:7ee70e4ecb361371ebbc91d2,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,46a67b0ee095406e41687b7c,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:46a67b0ee095406e41687b7c,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,0bb5ab26bc07b276b0825b16,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:0bb5ab26bc07b276b0825b16,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,04c35a26dbe9d900f5134ef6,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:04c35a26dbe9d900f5134ef6,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,743ad78d15f349eabd396a81,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:743ad78d15f349eabd396a81,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,bff1b175aad1096cf83dcd9f,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:bff1b175aad1096cf83dcd9f,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,052a57ecf03936dcf501f83d,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:052a57ecf03936dcf501f83d,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,8bc57f52d7789aac58d60589,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:8bc57f52d7789aac58d60589,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,c49ecd92e08ee0009b731e82,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:c49ecd92e08ee0009b731e82,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,96fea8468c78a7802e26ae76,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:96fea8468c78a7802e26ae76,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,3c168bee09234e29fa81fe1b,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:3c168bee09234e29fa81fe1b,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,ccdf7c685f55410249c569f7,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:ccdf7c685f55410249c569f7,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,acaef743dbf574a74d96f308,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:acaef743dbf574a74d96f308,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,61c5ed2a1093b3fc299eb3e3,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:61c5ed2a1093b3fc299eb3e3,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,68773d1ceebeef84a1c6f5cc,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:68773d1ceebeef84a1c6f5cc,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,f8beee9729b23dcbcbefc1b8,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:f8beee9729b23dcbcbefc1b8,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,c7b21e3754b4a9da06564771,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:c7b21e3754b4a9da06564771,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,65c7f2fab33e1f051a113ac2,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:65c7f2fab33e1f051a113ac2,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,80e0cb851bfd2bf141cad200,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:80e0cb851bfd2bf141cad200,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,3749f429988e26486bbc60d6,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:3749f429988e26486bbc60d6,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,a3ec81928cd02980529be1f4,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:a3ec81928cd02980529be1f4,Profile has GPA value and GPA scale,,
