essayPromptId,schoolId,schoolName,year,type,status,gap,action,severity,hasSourceRow,hasConfiguredOrCandidateSources,disposition,closureState,nextAction,sourcePipelineState,consumerPolicy
cmorxevf5005heiz6e1zgvjxo,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorx4ad7006b8vvhh5cym2yn,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxfxr200kj8vvhjwitkvce,cmnwr8iqk0027z0ti3qm7r15o,University of Central Florida,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxqt1f00kneiz6xyptz8ej,cmnwr8iqk0027z0ti3qm7r15o,University of Central Florida,2026,ACTIVITY,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01i4002a562i9v3oog4m,cmn1htkns000dvqf2a150rn2s,University of Chicago,2025,SUPPLEMENTAL,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01i6002d562i8dcawcsk,cmn1htkns000dvqf2a150rn2s,University of Chicago,2025,SUPPLEMENTAL,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01i4002a562i9v3oog4m,cmn1htkns000dvqf2a150rn2s,University of Chicago,2025,SUPPLEMENTAL,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01i6002d562i8dcawcsk,cmn1htkns000dvqf2a150rn2s,University of Chicago,2025,SUPPLEMENTAL,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01i4002a562i9v3oog4m,cmn1htkns000dvqf2a150rn2s,University of Chicago,2025,SUPPLEMENTAL,VERIFIED,source.raw_content_missing,raw-evidence-review,info,true,false,review_source_raw_content_missing,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01i6002d562i8dcawcsk,cmn1htkns000dvqf2a150rn2s,University of Chicago,2025,SUPPLEMENTAL,VERIFIED,source.raw_content_missing,raw-evidence-review,info,true,false,review_source_raw_content_missing,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxgmdn008neiz6bmlaa50x,cmn1htkow000tvqf2qc5n3qhd,University of Florida,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxhd1r00a3eiz6mf4crjow,cmn1htkpe0010vqf2xzzjz779,University of Illinois Urbana-Champaign,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor8bqx900e31jbwvervlm7d,cmnwr8in0000mz0tiria7qm89,University of Iowa,2026,ACTIVITY,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxkzda00eteiz6ozsifgpr,cmnwr8in0000mz0tiria7qm89,University of Iowa,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwpci700ehnooj5sf52aou,cmnwr8in0000mz0tiria7qm89,University of Iowa,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxidfh00bbeiz61ad7uuew,cmn1htkq60019vqf2lmijsj2s,"University of Maryland, College Park",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxidfa00b9eiz6qlu2dv07,cmn1htkq60019vqf2lmijsj2s,"University of Maryland, College Park",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxloui00fneiz6ffyxc3p8,cmnwr8imu000jz0ti03zavqgf,University of Massachusetts Amherst,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor8cf8r00el1jbwlvt95cxo,cmnwr8imu000jz0ti03zavqgf,University of Massachusetts Amherst,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxfx3l007feiz6d6y75iza,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor88e2x00b31jbwocyn8zg1,cmnwr8ima0008z0ti358pkae1,University of Minnesota Twin Cities,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorx9pis00d18vvhi3mpmvuu,cmnwr8itq003pz0tirhvysbdj,"University of Minnesota, Twin Cities",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwnq8m00bxnoojr4gol3k7,cmnwr8itq003pz0tirhvysbdj,"University of Minnesota, Twin Cities",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxj8fn00cleiz6y12ywu4g,cmnwr8itq003pz0tirhvysbdj,"University of Minnesota, Twin Cities",2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwkjbj0069noojwln2bo6i,cmn1htkoe000mvqf2odaszvmk,University of North Carolina at Chapel Hill,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwkjbn006bnoojms4jzsga,cmn1htkoe000mvqf2odaszvmk,University of North Carolina at Chapel Hill,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor8qbd100m91jbwu01c8qgi,cmnwr8iwq0055z0tivbkk0qbk,University of North Carolina Wilmington,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwk9rs005xnooj632h5yns,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorw8oi7006n44lk6i9m143o,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxftt40075eiz6aa2fmrgm,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxftt70077eiz63vjfdw7m,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxftta0079eiz6z2vji8wj,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01iu002s562iommyte7i,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2025,WHY_SCHOOL,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01iu002s562iommyte7i,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2025,WHY_SCHOOL,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01iu002s562iommyte7i,cmn1htko7000jvqf22r0n55p2,University of Notre Dame,2025,WHY_SCHOOL,VERIFIED,source.raw_content_missing,raw-evidence-review,info,true,false,review_source_raw_content_missing,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxpfv700iteiz6ktsl45kk,cmnwr8ip3001mz0til7q2dopw,University of Oklahoma,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor7ytlo002r1jbw5glhilha,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01gm001g562ia1c7pei1,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,WHY_SCHOOL,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01gp001j562irrq768ez,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,SUPPLEMENTAL,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01gm001g562ia1c7pei1,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,WHY_SCHOOL,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01gp001j562irrq768ez,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,SUPPLEMENTAL,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01gm001g562ia1c7pei1,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,WHY_SCHOOL,VERIFIED,source.raw_content_missing,raw-evidence-review,info,true,false,review_source_raw_content_missing,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01gp001j562irrq768ez,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,SUPPLEMENTAL,VERIFIED,source.raw_content_missing,raw-evidence-review,info,true,false,review_source_raw_content_missing,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwoaxy00cvnoojo9hiocc8,cmnwr8im90007z0ti2n04hf3n,University of Pittsburgh,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwd4au00dp44lkpjx1sj7d,cmnwr8im90007z0ti2n04hf3n,University of Pittsburgh,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwoaxs00ctnoojxepmad52,cmnwr8im90007z0ti2n04hf3n,University of Pittsburgh,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwoay000cxnoojxmweyx7w,cmnwr8im90007z0ti2n04hf3n,University of Pittsburgh,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor89qos00cf1jbwr034vd7q,cmnwr8im90007z0ti2n04hf3n,University of Pittsburgh,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxakrl00e38vvhuwdl0mp0,cmnwr8im90007z0ti2n04hf3n,University of Pittsburgh,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor88o7n00bh1jbw5h9sxlwe,cmnwr8ilt0000z0ticnudxg0y,University of Rochester,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwlagf007xnoojyb7we9n7,cmn1htkoz000uvqf2rnozc3fe,University of Southern California,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor8opge00ll1jbw4ck1smo9,cmnwr8isu003dz0tijwn1m0s0,University of Texas at Arlington,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxsott00lheiz61i6bv6c6,cmnwr8is80031z0tizosa0sa8,University of Toledo,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxo2k900ifeiz6cw8ezo21,cmnwr8iob001dz0ti3go71xpz,University of Utah,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor8j72s00jb1jbwcft7uzrw,cmnwr8ipx001wz0timhlbfii2,University of Vermont,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxq61a00jzeiz6nufxqrv8,cmnwr8ipx001wz0timhlbfii2,University of Vermont,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxq61600jxeiz6wpkzh1zf,cmnwr8ipx001wz0timhlbfii2,University of Vermont,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor8j72w00jd1jbwwxnb6vi3,cmnwr8ipx001wz0timhlbfii2,University of Vermont,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxf3eq00jr8vvhec16hyaz,cmnwr8ipx001wz0timhlbfii2,University of Vermont,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwkwyt006xnooj51afbwyi,cmn1htkom000pvqf2se90bue1,University of Virginia,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxfjp7006zeiz62o64qekh,cmn1htko5000ivqf28d3x9557,Vanderbilt University,2026,ACTIVITY,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01ip002p562iqgzorotf,cmn1htko5000ivqf28d3x9557,Vanderbilt University,2025,WHY_SCHOOL,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01ip002p562iqgzorotf,cmn1htko5000ivqf28d3x9557,Vanderbilt University,2025,WHY_SCHOOL,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01ip002p562iqgzorotf,cmn1htko5000ivqf28d3x9557,Vanderbilt University,2025,WHY_SCHOOL,VERIFIED,source.raw_content_missing,raw-evidence-review,info,true,false,review_source_raw_content_missing,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorw7p63005344lkrs6qbhuz,cmnwr8iv9004dz0tirpo4zq16,Vassar College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorw7p5u005144lkregum8n4,cmnwr8iv9004dz0tirpo4zq16,Vassar College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxe8ha004feiz65l03fe8s,cmnwr8iv9004dz0tirpo4zq16,Vassar College,2026,ACTIVITY,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxj17j00cdeiz6ibex4drl,cmnwr8iun0041z0tin8tw3f6b,Villanova University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwnvfr00cbnoojykdywp8l,cmnwr8imc0009z0tie59yu85k,Virginia Tech,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwnvfl00c7noojg8n8dewg,cmnwr8imc0009z0tie59yu85k,Virginia Tech,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwnvfo00c9noojygz7v8x5,cmnwr8imc0009z0tie59yu85k,Virginia Tech,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorx8q4p00c98vvhyfxrljg7,cmn1htkqj001dvqf2n8mczcpn,Wake Forest University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxiqen00bveiz69o03rbk6,cmn1htkqj001dvqf2n8mczcpn,Wake Forest University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxiqep00bxeiz67d3gp1ab,cmn1htkqj001dvqf2n8mczcpn,Wake Forest University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorx8q4u00cb8vvh1qtot8nd,cmn1htkqj001dvqf2n8mczcpn,Wake Forest University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor82jos00691jbwg1mwwxwo,cmnwr8ivi004iz0tinveg964v,Washington and Lee University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxf3cx0067eiz6pzb1z3ex,cmnwr8ivi004iz0tinveg964v,Washington and Lee University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorvz98r007brazuos7wmxpf,cmn1htkoo000qvqf2jgkrffw1,Washington University in St. Louis,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwkryo006lnooj3dna842l,cmn1htkoo000qvqf2jgkrffw1,Washington University in St. Louis,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorvz98u007hrazuse0papfp,cmn1htkoo000qvqf2jgkrffw1,Washington University in St. Louis,2026,ACTIVITY,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwo0da00cfnoojoxgamkub,cmnwr8ilx0001z0tilru6b1th,William & Mary,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwo0d600cdnoojvcdg0qkp,cmnwr8ilx0001z0tilru6b1th,William & Mary,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorw3nbg00clrazuruyo7d2h,cmnwr8ilx0001z0tilru6b1th,William & Mary,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwcmcq00d944lk7bgg0q90,cmnwr8ilx0001z0tilru6b1th,William & Mary,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor7vnzp000h1jbwlx60s0yg,cmnwr8iup0042z0tieqofvyfn,Williams College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwzr2500178vvh5gb8s5rb,cmnwr8iup0042z0tieqofvyfn,Williams College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwzr2400158vvh3d9vmxql,cmnwr8iup0042z0tieqofvyfn,Williams College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmor7vnzd000f1jbwr05a38yt,cmnwr8iup0042z0tieqofvyfn,Williams College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwzr2100138vvhfyzhl3ew,cmnwr8iup0042z0tieqofvyfn,Williams College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxbh8t000peiz6g7e8t5x4,cmnwr8iup0042z0tieqofvyfn,Williams College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxbh8y000reiz6rfqrg8ut,cmnwr8iup0042z0tieqofvyfn,Williams College,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorxup9400m7eiz6jkqqgv5l,cmnwr8iti003lz0ti0z9hwm3s,Wright State University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmorwhi320023nooje0kqa0nw,cmn1htkna0004vqf2erll9srp,Yale University,2026,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,false,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01fq000p562i9onkbs0s,cmn1htkna0004vqf2erll9srp,Yale University,2025,WHY_SCHOOL,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01ft000s562i83vvmqcp,cmn1htkna0004vqf2erll9srp,Yale University,2025,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01fw000v562ivpwxs5ud,cmn1htkna0004vqf2erll9srp,Yale University,2025,SHORT_ANSWER,VERIFIED,audit.log_missing,audit-log-review,info,true,false,review_missing_prompt_audit_log,review,review,review,admin_review_only_until_source_evidence_or_audit_log_is_closed
cmn7e01fq000p562i9onkbs0s,cmn1htkna0004vqf2erll9srp,Yale University,2025,WHY_SCHOOL,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01ft000s562i83vvmqcp,cmn1htkna0004vqf2erll9srp,Yale University,2025,SHORT_ANSWER,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
cmn7e01fw000v562ivpwxs5ud,cmn1htkna0004vqf2erll9srp,Yale University,2025,SHORT_ANSWER,VERIFIED,prompt.not_current_year,refresh-source,info,true,false,terminal_not_current_application_year,terminal,mark-terminal,terminal,exclude_from_current_year_public_and_timeline_consumers
