schoolId,schoolName,assetId,gap,action,severity,disposition,closureState,nextAction,consumerPolicy,route
cmnwr8irl002oz0tiyc5w37jx,Portland State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8irl002oz0tiyc5w37jx/media
cmnwr8ivr004nz0ti5oh56l0o,Pratt Institute,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ivr004nz0ti5oh56l0o/media
cmn1htkmy0000vqf2src2zcb5,Princeton University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkmy0000vqf2src2zcb5/media
cmn1htkq30018vqf2xt2csyoe,Purdue University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkq30018vqf2xt2csyoe/media
cmnwr8inf000uz0tic8a7s8is,Rensselaer Polytechnic Institute,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8inf000uz0tic8a7s8is/media
cmnwr8ivo004mz0tign5klw7c,Rhode Island School of Design,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ivo004mz0tign5klw7c/media
cmn1htko0000gvqf2pmjc1xi9,Rice University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htko0000gvqf2pmjc1xi9/media
cmnwr8iu6003wz0tio3oagiri,Rochester Institute of Technology,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iu6003wz0tio3oagiri/media
cmnwr8iwg0050z0tiyrfhaavh,Rose-Hulman Institute of Technology,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iwg0050z0tiyrfhaavh/media
cmnwr8iqr002az0ti1une85dx,Rowan University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iqr002az0ti1une85dx/media
cmn1htkpo0013vqf2byqbw5mb,Rutgers University-New Brunswick,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkpo0013vqf2byqbw5mb/media
cmnwr8io7001bz0tihu5wo9mh,Rutgers University-Newark,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8io7001bz0tihu5wo9mh/media
cmnwr8iua003xz0tio2zj4a4z,Saint Louis University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iua003xz0tio2zj4a4z/media
cmnwr8iou001jz0tig866z8pb,San Diego State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iou001jz0tig866z8pb/media
cmnwr8irt002tz0tiua8akwdq,San Jose State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8irt002tz0tiua8akwdq/media
cmnwr8im50005z0ti3z02fhjs,Santa Clara University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8im50005z0ti3z02fhjs/media
cmnwr8ivz004rz0tik286u7ol,Savannah College of Art and Design,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ivz004rz0tik286u7ol/media
cmnwr8ivt004oz0tin9oyxi60,School of the Art Institute of Chicago,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ivt004oz0tin9oyxi60/media
cmnwr8ioi001fz0tivlt104p7,Seton Hall University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ioi001fz0tivlt104p7/media
cmnwr8ivg004hz0ti8c1ggiw8,Smith College,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ivg004hz0ti8c1ggiw8/media
cmnwr8is4002zz0ti7l7rukwt,South Dakota State University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8is4002zz0ti7l7rukwt/media
cmnwr8ims000iz0timfd6oan8,Southern Methodist University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ims000iz0timfd6oan8/media
cmn1htkn80003vqf29zl0f9lr,Stanford University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkn80003vqf29zl0f9lr/media
cmnwr8in5000pz0tiefcdnmfi,Stevens Institute of Technology,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8in5000pz0tiefcdnmfi/media
cmnwr8ins0012z0ti4o8njwhn,Stony Brook University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ins0012z0ti4o8njwhn/media
cmnwr8iqv002cz0ti57kn9m2m,SUNY Binghamton University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iqv002cz0ti57kn9m2m/media
cmnwr8iut0044z0tie7749l79,Swarthmore College,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iut0044z0tie7749l79/media
cmnwr8imi000cz0tifntjkili,Syracuse University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8imi000cz0tifntjkili/media
cmnwr8inq0011z0tims8lt244,Temple University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8inq0011z0tims8lt244/media
cmn1htkqc001bvqf22zfkx827,Texas A&M University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkqc001bvqf22zfkx827/media
cmnwr8irn002pz0tihyw561a7,Texas Tech University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8irn002pz0tihyw561a7/media
cmnwr8iw4004uz0tia8ikoq2b,The Juilliard School,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iw4004uz0tia8ikoq2b/media
cmnwr8ioy001kz0ti85qspr1l,The New School,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ioy001kz0ti85qspr1l/media
cmnwr8iwt0057z0ti6f0z2hsc,Towson University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iwt0057z0ti6f0z2hsc/media
cmn1htkpr0014vqf2w1o1nsyd,Tufts University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkpr0014vqf2w1o1nsyd/media
cmnwr8im70006z0ti47aaywzj,Tulane University,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8im70006z0ti47aaywzj/media
cmnwr8io00017z0ti5bju2vo7,University at Buffalo,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8io00017z0ti5bju2vo7/media
cmnwr8is60030z0timvbtgjwa,University of Akron,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8is60030z0timvbtgjwa/media
cmnwr8ip1001lz0ti51lr5gad,University of Alabama,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ip1001lz0ti51lr5gad/media
cmnwr8inn000zz0tihkfqe5yc,University of Arizona,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8inn000zz0tihkfqe5yc/media
cmnwr8iq40020z0tif8l8dxxu,University of Arkansas,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iq40020z0tif8l8dxxu/media
cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htknv000evqf29yjvrstt/media
cmn1htkor000rvqf282ibd6kz,"University of California, Davis",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkor000rvqf282ibd6kz/media
cmn1htkp6000xvqf2rhj774d8,"University of California, Irvine",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkp6000xvqf2rhj774d8/media
cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkny000fvqf2jlmz8ej1/media
cmnwr8imp000gz0tibbuqx67l,"University of California, Merced",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8imp000gz0tibbuqx67l/media
cmnwr8io40019z0ti0z11pe98,"University of California, Riverside",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8io40019z0ti0z11pe98/media
cmn1htkou000svqf2356l4yfj,"University of California, San Diego",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkou000svqf2356l4yfj/media
cmn1htkpb000zvqf2645ltfg6,"University of California, Santa Barbara",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkpb000zvqf2645ltfg6/media
cmnwr8io5001az0tibgs1vu54,"University of California, Santa Cruz",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8io5001az0tibgs1vu54/media
cmnwr8iqk0027z0ti3qm7r15o,University of Central Florida,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iqk0027z0ti3qm7r15o/media
cmn1htkns000dvqf2a150rn2s,University of Chicago,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkns000dvqf2a150rn2s/media
cmnwr8ipt001uz0tivghae5e1,University of Cincinnati,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ipt001uz0tivghae5e1/media
cmnwr8ing000vz0tizgajtqeo,University of Colorado Boulder,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ing000vz0tizgajtqeo/media
cmnwr8imj000dz0tif3r9fq0l,University of Connecticut,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8imj000dz0tif3r9fq0l/media
cmnwr8in7000qz0ti04kcrc1l,University of Delaware,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8in7000qz0ti04kcrc1l/media
cmnwr8iud003yz0tinuqfaa54,University of Denver,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iud003yz0tinuqfaa54/media
cmn1htkow000tvqf2qc5n3qhd,University of Florida,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkow000tvqf2qc5n3qhd/media
cmn1htkqf001cvqf2vdqpa1he,University of Georgia,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkqf001cvqf2vdqpa1he/media
cmnwr8iq70021z0titshta238,University of Hawaii at Manoa,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iq70021z0titshta238/media
cmnwr8iq2001zz0tiix4lbz86,University of Houston,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iq2001zz0tiix4lbz86/media
cmnwr8iro002qz0tiayclu6c9,University of Idaho,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iro002qz0tiayclu6c9/media
cmn1htkpe0010vqf2xzzjz779,University of Illinois Urbana-Champaign,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkpe0010vqf2xzzjz779/media
cmnwr8in0000mz0tiria7qm89,University of Iowa,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8in0000mz0tiria7qm89/media
cmnwr8io8001cz0tivir7q6ki,University of Kansas,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8io8001cz0tivir7q6ki/media
cmnwr8ior001iz0tibsba6d2o,University of Kentucky,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ior001iz0tibsba6d2o/media
cmnwr8iqi0026z0tin3vtpw1p,University of Maine,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iqi0026z0tin3vtpw1p/media
cmn1htkq60019vqf2lmijsj2s,"University of Maryland, College Park",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkq60019vqf2lmijsj2s/media
cmnwr8imu000jz0ti03zavqgf,University of Massachusetts Amherst,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8imu000jz0ti03zavqgf/media
cmnwr8ite003jz0tijg7j0avf,University of Massachusetts Boston,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ite003jz0tijg7j0avf/media
cmnwr8isc0033z0tibp1hnmdi,University of Massachusetts Lowell,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8isc0033z0tibp1hnmdi/media
cmnwr8isv003ez0timrhbjznd,University of Memphis,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8isv003ez0timrhbjznd/media
cmnwr8in9000rz0ti2orsdpwi,University of Miami,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8in9000rz0ti2orsdpwi/media
cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkoa000kvqf2oqm36hw5/media
cmnwr8ima0008z0ti358pkae1,University of Minnesota Twin Cities,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ima0008z0ti358pkae1/media
cmnwr8itq003pz0tirhvysbdj,"University of Minnesota, Twin Cities",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8itq003pz0tirhvysbdj/media
cmnwr8ip7001nz0ti6qy76djw,University of Missouri,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ip7001nz0ti6qy76djw/media
cmnwr8ipj001rz0tipapk15or,University of Nebraska-Lincoln,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ipj001rz0tipapk15or/media
cmnwr8irs002sz0ti22brcgol,"University of Nevada, Las Vegas",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8irs002sz0ti22brcgol/media
cmnwr8irj002nz0tief4railh,"University of Nevada, Reno",,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8irj002nz0tief4railh/media
cmnwr8ipr001tz0ti8x7z840u,University of New Hampshire,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ipr001tz0ti8x7z840u/media
cmnwr8ir2002gz0tih2v6dubi,University of New Mexico,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ir2002gz0tih2v6dubi/media
cmn1htkoe000mvqf2odaszvmk,University of North Carolina at Chapel Hill,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkoe000mvqf2odaszvmk/media
cmnwr8iwq0055z0tivbkk0qbk,University of North Carolina Wilmington,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iwq0055z0tivbkk0qbk/media
cmnwr8ird002kz0tifunyipf1,University of North Dakota,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ird002kz0tifunyipf1/media
cmnwr8irq002rz0ti2ejl7chb,University of North Texas,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8irq002rz0ti2ejl7chb/media
cmn1htko7000jvqf22r0n55p2,University of Notre Dame,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htko7000jvqf22r0n55p2/media
cmnwr8ip3001mz0til7q2dopw,University of Oklahoma,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ip3001mz0til7q2dopw/media
cmnwr8int0013z0tiqysdv07w,University of Oregon,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8int0013z0tiqysdv07w/media
cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htknc0005vqf2l2az4cd2/media
cmnwr8im90007z0ti2n04hf3n,University of Pittsburgh,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8im90007z0ti2n04hf3n/media
cmnwr8iqa0022z0ti9ad68xp2,University of Rhode Island,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iqa0022z0ti9ad68xp2/media
cmnwr8ilt0000z0ticnudxg0y,University of Rochester,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ilt0000z0ticnudxg0y/media
cmnwr8iuf003zz0ti12pe3iq1,University of San Diego,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iuf003zz0ti12pe3iq1/media
cmnwr8iol001gz0ticdgvwjkf,University of San Francisco,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iol001gz0ticdgvwjkf/media
cmnwr8inv0014z0ti6jqhq1ga,University of South Carolina,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8inv0014z0ti6jqhq1ga/media
cmnwr8irf002lz0titpd5mufz,University of South Dakota,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8irf002lz0titpd5mufz/media
cmnwr8inp0010z0tivwogzepz,University of South Florida,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8inp0010z0tivwogzepz/media
cmn1htkoz000uvqf2rnozc3fe,University of Southern California,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkoz000uvqf2rnozc3fe/media
cmnwr8isj0037z0tihc4cw8ue,University of Southern Mississippi,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8isj0037z0tihc4cw8ue/media
cmnwr8ipf001qz0ti3d3001d9,University of Tennessee,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ipf001qz0ti3d3001d9/media
cmnwr8isu003dz0tijwn1m0s0,University of Texas at Arlington,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8isu003dz0tijwn1m0s0/media
cmn1htkp1000vvqf2iogfyk82,University of Texas at Austin,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkp1000vvqf2iogfyk82/media
cmnwr8iwx0059z0tilcfiwj80,University of Texas at Dallas,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iwx0059z0tilcfiwj80/media
cmnwr8isz003fz0tisq77swxo,University of Texas at San Antonio,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8isz003fz0tisq77swxo/media
cmnwr8is80031z0tizosa0sa8,University of Toledo,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8is80031z0tizosa0sa8/media
cmnwr8iob001dz0ti3go71xpz,University of Utah,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iob001dz0ti3go71xpz/media
cmnwr8ipx001wz0timhlbfii2,University of Vermont,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ipx001wz0timhlbfii2/media
cmn1htkom000pvqf2se90bue1,University of Virginia,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkom000pvqf2se90bue1/media
cmn1htkpu0015vqf2kumhyv3t,University of Washington,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkpu0015vqf2kumhyv3t/media
cmn1htkpi0011vqf28xmv4but,University of Wisconsin-Madison,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmn1htkpi0011vqf28xmv4but/media
cmnwr8iso003az0tilgsdacqo,University of Wisconsin-Milwaukee,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8iso003az0tilgsdacqo/media
cmnwr8ir7002iz0ti11f0voua,University of Wyoming,,media.primary_missing,discover-media,warning,source_search_primary_campus_cover_required,source_search,source-search,use_placeholder_or_non_primary_fallback_until_approved,/admin/schools/cmnwr8ir7002iz0ti11f0voua/media
