queue,status,recipientKey,campaignId,domain,action,gap,severity,route,title,content,cta,allowedChannels,liveChannelsDisabled,frequencyDedupeKey,suppressWhen,schoolId,schoolName
user_prompt,ready_for_in_app_admin_delivery,fbebd41cf5af26d73edb886c,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:fbebd41cf5af26d73edb886c,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,819e264db561cad594fc3424,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:819e264db561cad594fc3424,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,0894db086e3f4b4fc895f73a,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:0894db086e3f4b4fc895f73a,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,ffd3d30f800c70b4474e17f0,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:ffd3d30f800c70b4474e17f0,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,ab643620cb4c3d701bd65b74,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:ab643620cb4c3d701bd65b74,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,c99677ed495aaf074082582c,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:c99677ed495aaf074082582c,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,8758f245bb5b0e6bffd40998,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:8758f245bb5b0e6bffd40998,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,742e79987159c980e75b20c7,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:742e79987159c980e75b20c7,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,8af993107f24d792723e4fc1,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:8af993107f24d792723e4fc1,Profile has GPA value and GPA scale,,
user_prompt,ready_for_in_app_admin_delivery,023ef579e34956e6a8f61adb,profile-prompt-user-profile-gpa-anchor,profile,prompt-user,profile.gpa_anchor,critical,/profile?tab=gpa,Complete your GPA anchor,Add GPA and scale so predictions and school-list advice use your real academic baseline.,Update GPA,in_app_readiness_surface|dashboard,redis_notification_feed|remote_push|email,profile-readiness:profile-prompt-user-profile-gpa-anchor:023ef579e34956e6a8f61adb,Profile has GPA value and GPA scale,,
